	Número	Nome	Posição	Acceleration	Sprint Speed	Positioning	Finishing	Shot Power	Long Shot	Volleys	Penalties	Vision	Crossing	Free Kick	Shot Passing	Long Passing	Curve	Agility	Balance	Reactions	Ball Control	Dribbling	Composure	Interceptions	Heading	Def. Awareness	Standing Tackle	Sliding	Jumping	Stamina	Strength	Aggression
154	20675	Thibaut Courtois	ST	79	91	84	86	99	89	84	99	89	60	66	78	80	64	99	99	99	91	81	99	52	49	56	54	53	99	87	99	72
155	20696	Alan Shearer	CAM	88	86	90	92	92	84	91	91	85	87	97	94	71	92	74	78	92	87	81	93	43	94	27	57	53	83	79	83	75
156	20791	Rodri	CM	80	91	78	67	95	85	61	65	87	67	65	95	96	69	71	70	97	95	86	92	85	82	89	88	79	81	90	84	84
157	20856	Gianfranco Zola	CF	92	88	91	94	92	91	85	90	90	87	99	92	86	92	90	90	92	93	95	90	35	70	44	47	40	54	85	63	66
158	20904	N Golo Kante	CDM	92	81	78	69	76	70	60	58	84	75	54	88	81	54	82	97	93	84	82	88	94	58	94	96	91	73	88	74	94
159	20929	Bernardo Silva	CM	91	72	89	82	83	83	82	72	90	87	70	94	85	87	98	95	92	94	95	92	77	57	74	80	63	69	97	57	81
160	21277	Pedri	CM	88	83	87	80	75	75	62	58	93	72	66	93	91	84	93	95	92	93	92	92	80	55	75	85	72	81	94	81	67
161	21300	Lautaro Martinez	ST	92	87	96	96	91	84	97	80	85	63	59	81	79	85	91	94	93	91	89	91	50	94	61	34	49	97	84	88	94
162	21360	Steven Gerrard	CM	84	85	90	90	94	95	85	85	90	88	85	94	96	85	80	80	87	92	85	85	82	77	80	82	77	80	90	83	86
163	21367	Andriy Shevchenko	ST	90	92	94	93	92	90	88	87	87	73	95	88	81	95	83	82	90	88	91	87	41	87	26	35	32	87	80	81	63
164	21635	Selma Bacha	LB	97	88	90	73	99	81	55	68	85	99	75	93	83	94	99	92	82	86	85	89	86	63	82	90	94	88	99	78	87
165	20604	Cristiano Ronaldo																														
166	20622	Ruud Van Nistelrooy																														
167	20624	Didier Drogba																														
168	20655	Bobby Moore																														
169	20695	Hugo Sanchez																														
170	20788	Hugo Lloris																														
171	20806	Rodri																														
172	20857	Xavier Hernandez																														
173	20928	Jamal Musiala																														
174	21275	Joshua Kimmich																														
175	21280	Gianluigi Donnarumma																														
176	21342	Lauren James																														
177	21361	Wayne Rooney																														
178	21625	Lauren Hemp																														
179	21636	Cole Palmer																														
180	21653	Kelly Smith																														
181	21662	Fabio Cannavaro																														
182	21710	Nadine Kessler																														
183	22484	Virgil Van Dijk																														
184	22694	Declan Rice																														
185	22710	Sonia Bompastor																														
186	22725	Lionel Messi																														
187	5	Carlos Tevez																														
188	32	Sam Kerr																														
189	39	Lionel Messi																														
190	41	Thibaut Courtois																														
191	43	Caroline Graham Hansen																														
192	18896	Mohamed Salah																														
193	18922	Raul Gonzalez Blanco																														
194	18924	Andrea Pirlo																														
195	21654	David Beckham																														
196	21693	Antoine Griezmann																														
197	21711	Bixente Lizarazu																														
198	22693	Ousmane Dembele																														
199	22709	Lucimar Da Silva Ferreira																														
200	22711	Steve Mcmanaman																														
201	3	Nadine Kessler																														
202	7	Bixente Lizarazu																														
203	38	Aitana Bonmati Conca																														
204	40	Karim Benzema																														
205	42	Harry Kane																														
206	44	Robert Lewandowski																														
207	18921	Iker Casillas																														
208	18923	George Best																														
209	18925	Xavier Hernandez																														
210	18926	Dennis Bergkamp																														
211	18928	Rivaldo																														
212	18994	Alessandro Del Piero																														
213	18996	Abily																														
214	19606	Sam Kerr																														
215	19654	Edin Dzeko																														
216	19779	Ruben Dias																														
217	19901	Martin Degaard																														
218	19914	Jairzinho																														
219	20000	Javier Zanetti																														
220	20102	David Ginola																														
221	20113	Selma Bacha																														
222	20174	Branco Van Den Boomen																														
223	20219	Edwin Van Der Sar																														
224	20232	Kim Little																														
225	18927	Ruud Gullit																														
226	18985	Roberto Carlos																														
227	18995	Lothar Matthaus																														
228	18997	Bobby Moore																														
229	19644	Bruno Fernandes																														
230	19733	Ousmane Dembele																														
231	19819	Virgil Van Dijk																														
232	19903	Alexandra Popp																														
233	19915	Smith																														
234	20018	Ter Stegen																														
235	20103	Morientes																														
236	20161	Kalidou Koulibaly																														
237	20216	Eric Cantona																														
238	20230	Luis Figo																														
239	20239	Lauren Hemp																														
240	20253	Diego Milito																														
241	20283	Federico Valverde																														
242	20441	Gheorghe Hagi																														
243	20475	Paolo Maldini																														
244	20522	Jamal Musiala																														
245	20637	Hristo Stoichkov																														
246	20640	Fernando Hierro Ruiz																														
247	20676	Ian Wright																														
248	20697	Miroslav Klose																														
249	20699	Alisson																														
250	20749	Heung Min Son																														
251	20807	Marcus Rashford																														
252	20883	Michael Essien																														
253	20931	Federico Valverde																														
254	21278	Gabriel Jesus																														
255	20254	Abedi Pele																														
256	20317	Ada Hegerberg																														
257	20451	Lena Oberdorf																														
258	20521	Antoine Griezmann																														
259	20607	Alex Morgan																														
260	20638	Christopher Nkunku																														
261	20641	Emilio Butragueno																														
262	20677	Casemiro																														
263	20698	Michael Laudrup																														
264	20737	Heung Min Son																														
265	20793	Marcus Rashford																														
266	20858	Granit Xhaka																														
267	20930	Ederson																														
268	21185	Debora C. De Oliveira																														
269	21293	Romelu Lukaku																														
270	21294	Anssumane Fati																														
271	21343	Victor Boniface																														
272	21362	Clarence Seedorf																														
273	21602	Vinicius Junior																														
274	21655	Pavel Nedved																														
275	21694	Timo Werner																														
276	21696	Ferland Mendy																														
277	21705	Matteo Politano																														
278	21714	Rudi Voller																														
279	21723	Ludovic Giuly																														
280	22695	Vivianne Miedema																														
281	22698	Federico Chiesa																														
282	22713	Javier Mascherano																														
283	22717	Ricardo Alberto Silveira Carvalho																														
284	22746	Paulo Dybala																														
285	21333	Claudia Pina Medina																														
286	21344	Alejandro Garnacho Ferreyra																														
287	21363	Emmanuel Petit																														
288	21637	Warren Zaire Emery																														
289	21656	Carles Puyol																														
290	21695	Marquinhos																														
291	21699	Jack Grealish																														
292	21713	Rui Costa																														
293	21715	Paulo Futre																														
294	22486	Kadidiatou Diani																														
295	22696	Luis Diaz																														
296	22712	Ramires																														
297	22714	Yaya Toure																														
298	22727	Victor Osimhen																														
299	2	Sonia Bompastor																														
300	12	Paulo Futre																														
301	15	Rui Costa																														
302	18	Steve Mcmanaman																														
303	28	Virgil Van Dijk																														
304	46	Kadidiatou Diani																														
305	48	Ruben Dias																														
306	50	Neymar Jr																														
307	52	Ter Stegen																														
308	54	Ada Hegerberg																														
309	18929	Kenny Dalglish																														
310	18931	Alessandro Nesta																														
311	18933	Alan Shearer																														
312	18935	Samuel Eto O																														
313	18937	Ruud Van Nistelrooy																														
314	18939	Socrates																														
315	14	Jari Litmanen																														
316	16	Vincent Kompany																														
317	27	Vinicius Junior																														
318	45	Mohamed Salah																														
319	47	Maria Pilar Leon Cebrian																														
320	49	Rodri																														
321	51	Alex Morgan																														
322	53	Alisson																														
323	67	Casemiro																														
324	18930	Javier Zanetti																														
325	18932	Hugo Sanchez																														
326	18934	Kaka																														
327	18936	Didier Drogba																														
328	18938	Eric Cantona																														
329	18998	Philipp Lahm																														
330	18999	Gary Lineker																														
331	19001	Smith																														
332	19003	Jairzinho																														
333	19005	Emilio Butragueno																														
334	19007	Luis Figo																														
335	19050	Rudi Voller																														
336	19052	Abedi Pele																														
337	19061	Gianluca Vialli																														
338	19067	Lucimar Da Silva Ferreira																														
339	19639	Luis Diaz																														
340	19749	Mario Gotze																														
341	19773	Heung Min Son																														
342	19820	Bruno Fernandes																														
343	19848	Sophia Smith																														
344	19904	Pedri																														
345	19000	Hristo Stoichkov																														
346	19002	Fabio Cannavaro																														
347	19004	Carles Puyol Saforcada																														
348	19006	Peter Schmeichel																														
349	19027	Morientes																														
350	19051	Jean Pierre Papin																														
351	19057	David Ginola																														
352	19064	Jurgen Kohler																														
353	19607	Virgil Van Dijk																														
354	19727	Joao Pedro																														
355	19752	Federico Valverde																														
356	19780	Antoine Griezmann																														
357	19847	Heung Min Son																														
358	19880	Antoine Griezmann																														
359	19905	Grace Geyoro																														
360	19916	Ronald Koeman																														
361	19955	Wendie Renard																														
362	20001	Ashley Cole																														
363	20110	Diego Forlan																														
364	20159	Manuel Locatelli																														
365	20199	Frenkie De Jong																														
366	20221	Robert Pires																														
367	20277	Antoine Griezmann																														
368	20435	Paulo Dybala																														
369	20443	Juan Sebastian Veron																														
370	20445	Gheorghe Hagi																														
371	20499	Heung Min Son																														
372	20524	Luis Alberto																														
373	20526	Jude Bellingham																														
374	20576	Virgil Van Dijk																														
375	19917	Wayne Rooney																														
376	19989	Jamal Musiala																														
377	20086	Lautaro Martinez																														
378	20154	Sadio Mane																														
379	20162	Florian Thauvin																														
380	20218	Paul Scholes																														
381	20222	Xabi Alonso																														
382	20284	N Golo Kante																														
383	20442	Rivaldo																														
384	20444	Patrick Kluivert																														
385	20452	Florian Wirtz																														
386	20523	Nicolo Barella																														
387	20525	Joao Cancelo																														
388	20550	Tabitha Chawinga																														
389	20579	Victor Osimhen																														
390	20603	Gabriel Martinelli																														
391	20608	Paulo Dybala																														
392	20625	Michael Owen																														
393	20628	Domenico Berardi																														
394	20647	John Barnes																														
395	20679	Jules Kounde																														
396	20713	John Stones																														
397	20750	Marta Vieira Da Silva																														
398	20795	Wendie Renard																														
399	20859	Alphonso Davies																														
400	20924	Khvicha Kvaratskhelia																														
401	20939	Jesus Navas																														
402	21281	Niklas Sule																														
403	21299	Guro Reiten																														
404	21302	Josko Gvardiol																														
405	20605	Ruud Gullit																														
406	20609	Marco Reus																														
407	20626	Fernando Torres																														
408	20644	Riquelme																														
409	20678	Debora C. De Oliveira																														
410	20709	Davor Suker																														
411	20738	Marta Vieira Da Silva																														
412	20770	Lautaro Martinez																														
413	20808	Wendie Renard																														
414	20867	Dante																														
415	20932	Min Jae Kim																														
416	21274	Lindsey Horan																														
417	21295	Darwin Nunez																														
418	21301	Lucy Bronze																														
419	21304	Sebastian Coates																														
420	21324	Ibrahim Sangare																														
421	21346	Arda Guler																														
422	21348	Alex Balde																														
423	21599	Rijkaard																														
424	21623	Diogo Jota																														
425	21640	Rasmus Hjlund																														
426	21642	Salma Celeste Paralluelo Ayingono																														
427	21666	Alexis Mac Allister																														
428	21670	Gianluigi Donnarumma																														
429	21698	Matthijs De Ligt																														
430	21701	Hakan Calhanoglu																														
431	21716	Claudio Marchisio																														
432	21720	Marcos Acuna																														
433	22485	Alessandro Buongiorno																														
434	22697	Geyse Da Silva Ferreira																														
435	21345	Jeremy Doku																														
436	21347	Harvey Elliott																														
437	21364	Crespo																														
438	21601	De Paul																														
439	21639	Youssoufa Moukoko																														
440	21641	Nico Williams																														
441	21657	Gennaro Gattuso																														
442	21668	Martin Degaard																														
443	21697	Chloe Kelly																														
444	21700	Iago Aspas																														
445	21702	Amel Majri																														
446	21719	Alex Scott																														
447	21721	Alexandre Lacazette																														
448	22487	Paulo Dybala																														
449	22699	Lieke Martens																														
450	22700	Georgia Stanway																														
451	22716	Ilkay Gundogan																														
452	22726	Youri Tielemans																														
453	22747	Manuel Akanji																														
454	1	Alex Scott																														
455	11	Tomas Rosicky																														
456	68	Ederson																														
457	70	Bernardo Silva																														
458	106	Alexandra Popp																														
459	112	Marie Katoto																														
460	187	Irene Paredes Hernandez																														
461	230	Antoine Griezmann																														
462	300	Joshua Kimmich																														
463	397	Wendie Renard																														
464	441	Victor Osimhen																														
465	22715	Tomas Brolin																														
466	22720	Fridolina Rolfo																														
467	22728	Phil Foden																														
468	22748	Bobby Clark																														
469	9	Ludovic Giuly																														
470	13	Dimitar Berbatov																														
471	69	Bruno Fernandes																														
472	104	Guro Reiten																														
473	111	Debora C. De Oliveira																														
474	186	Patricia Guijarro Gutierrez																														
475	227	Federico Valverde																														
476	231	Jan Oblak																														
477	380	Sophia Smith																														
478	400	Christiane Endler																														
479	18940	Franck Ribery																														
480	18941	Riquelme																														
481	18943	Fernando Hierro Ruiz																														
482	18945	Steven Gerrard																														
483	18947	Paul Scholes																														
484	18949	Edwin Van Der Sar																														
485	18951	Bastian Schweinsteiger																														
486	18953	Rio Ferdinand																														
487	18955	Pavel Nedved																														
488	19009	Patrick Vieira																														
489	19011	Marcel Desailly																														
490	19013	Gheorghe Hagi																														
491	19025	Ricardo Alberto Silveira Carvalho																														
492	19028	Jari Litmanen																														
493	19046	Antonio Di Natale																														
494	19048	Mario Gomez																														
495	18942	Michael Laudrup																														
496	18944	Andriy Shevchenko																														
497	18946	Ronald Koeman																														
498	18948	Wayne Rooney																														
499	18950	Petr Cech																														
500	18952	Michael Owen																														
501	18954	David Beckham																														
502	19008	Laurent Blanc																														
503	19010	Robin Van Persie																														
504	19012	Miroslav Klose																														
505	19021	Jay Jay Okocha																														
506	19026	Bixente Lizarazu																														
507	19038	Rafael Marquez																														
508	19047	Javier Mascherano																														
509	19058	Paulo Futre																														
510	19059	Nadine Kessler																														
511	19065	Diego Milito																														
512	19074	Wesley Sneijder																														
513	19621	Heung Min Son																														
514	19648	De Paul																														
515	19671	Martin Degaard																														
516	19725	Jonathan David																														
517	19729	Houssem Aouar																														
518	19736	Marcos Acuna																														
519	19781	Jude Bellingham																														
520	19850	Andrew Robertson																														
521	19852	Marquinhos																														
522	19984	Jude Bellingham																														
523	19999	Enzo Francescoli																														
524	20003	Claude Makelele																														
525	19063	Vincent Kompany																														
526	19068	Diego Forlan																														
527	19075	Carlos Tevez																														
528	19646	Leonardo Bonucci																														
529	19650	Lois Openda																														
530	19672	Lautaro Martinez																														
531	19728	Ibrahim Cissoko																														
532	19734	Angel Di Maria																														
533	19743	Diego Carlos																														
534	19849	Cristiano Ronaldo																														
535	19851	Joao Cancelo																														
536	19906	Marcus Rashford																														
537	19987	Nemanja Vidic																														
538	20002	David Trezeguet																														
539	20004	Nicolo Barella																														
540	20087	Sakina Karchaoui																														
541	20090	Jack Grealish																														
542	20105	Yaya Toure																														
543	20117	Megan Rapinoe																														
544	20157	Fabinho																														
545	20160	Angelo Ogbonna																														
546	20166	Kalvin Phillips																														
547	20169	Donyell Malen																														
548	20171	Renan Augusto Lodi Dos Santos																														
549	20201	Gabriel Jesus																														
550	20210	Romelu Lukaku																														
551	20233	Memphis Depay																														
552	20245	Sol Campbell																														
553	20250	Jerzy Dudek																														
554	20256	Cristian Romero																														
555	20089	Ashleigh Neville																														
556	20104	Joe Cole																														
557	20116	Ali Krieger																														
558	20155	Hirving Lozano																														
559	20158	Dele Alli																														
560	20163	Kolo Muani																														
561	20167	Ivan Ricardo Cavaleiro																														
562	20170	Mohamed Simakan																														
563	20179	Isak Hien																														
564	20204	Raphael Varane																														
565	20225	Ruben Loftus Cheek																														
566	20243	Michael Ballack																														
567	20247	Malcom Filipe Silva De Oliveira																														
568	20251	Ole Gunnar Solskjaer																														
569	20257	Kangin Lee																														
570	20259	Domenico Berardi																														
571	20279	Pierre Emerick Aubameyang																														
572	20286	Nani																														
573	20303	Anderson Talisca																														
574	20436	Lucas Hernandez																														
575	20447	Henrik Larsson																														
576	20454	Reece James																														
577	20527	Rodrygo																														
578	20529	Rafael Leao																														
579	20537	Jonathan Clauss																														
580	20561	Nathan Tella																														
581	20581	Luka Modric																														
582	20611	Grimaldo																														
583	20630	Luis Hernandez																														
584	20649	Oyarzabal																														
585	20260	Paulo Dybala																														
586	20285	Ronald Araujo																														
587	20287	Khvicha Kvaratskhelia																														
588	20308	Christine Sinclair																														
589	20446	Patrick Kluivert																														
590	20453	Lauren James																														
591	20455	Theo Hernandez																														
592	20528	Mats Hummels																														
593	20530	Julian Alvarez																														
594	20547	Daphne Corboz																														
595	20580	Zubeldia																														
596	20610	Eder Militao																														
597	20627	Ian Rush																														
598	20642	David Alaba																														
599	20654	Sergej Milinkovic Savic																														
600	20673	Ciro Immobile																														
601	20711	Roy Keane																														
602	20733	Raheem Sterling																														
603	20739	Ramos Garcia																														
604	20741	Lukas Hradecky																														
